Country Name_x,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Reasons for the Emission of carbon Footprints,Solutions to take to combat the climate change,Country Name_y,Region,IncomeGroup,SpecialNotes
Israel,ISR,6468.588,7069.976,7942.722,8210.413,9149.165,12944.51,13597.236,13542.231,13809.922,14818.347,16578.507,16248.477,16934.206,19310.422,19446.101,19647.786,19611.116,19893.475,21176.925,21019.244,21147.589,21213.595,24081.189,23938.176,23743.825,24869.594,26626.087,27385.156,30051.065,31756.22,33810.0,34520.0,36860.0,40500.0,43360.0,46780.0,48730.0,50970.0,51500.0,52980.0,57000.0,57950.0,61080.0018310547,62930.0003051758,63159.9998474121,61009.9983215332,64330.0018310547,66599.9984741211,66709.9990844727,65730.0033569336,70519.9966430664,69819.9996948242,76059.9975585938,67000.0,64720.0012207031,66139.9993896484,64980.0033569336,65610.0006103516,61080.0018310547,62650.0015258789,62.42,Carbon dioxide (CO?) emissions from fossil fuels and industry,one-stop-shop solution for monitoring carbon emissions worldwide.,Israel,Middle East & North Africa,High income,
Italy,ITA,109357.274,124549.655,146456.313,164780.312,175957.328,189767.25,214248.142,234427.643,249495.346,270008.544,296740.974,311588.657,328970.237,354320.208,359406.337,342310.783,367312.389,356175.71,373234.594,387466.221,388969.691,378020.029,369681.271,361364.515,367649.753,372134.494,366454.311,383670.876,389780.098,408907.17,405260.0,404070.0,402270.0,396930.0,392290.0,416420.0,412150.0,415520.0,426370.0,433010.0,436300.0,436570.0,443470.001220703,462200.012207031,472399.993896484,473829.986572266,466649.993896484,459369.995117188,444980.010986328,397059.997558594,405269.989013672,396690.002441406,376750.0,346459.991455078,327500.0,337859.985351563,333339.996337891,329190.002441406,324880.004882813,317239.990234375,297.35, Carbon dioxide (CO?) emissions from fossil .," carbon emissions from the transport sector, such as low impact fuels, use of ecological vehicles for",Italy,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1936.27 Italian lira. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Jamaica,JAM,1470.467,2130.527,2119.526,2398.218,4066.703,2992.272,3520.32,3868.685,3883.353,4272.055,4994.454,5753.523,6288.905,8298.421,7601.691,8188.411,7282.662,7447.677,9119.829,8536.776,8452.435,7414.674,6219.232,6450.253,5144.801,5045.792,4550.747,5383.156,4528.745,6728.945,7470.0,7410.0,8150.0,8320.0,8380.0,8680.0,9040.0,9200.0,9720.0,9980.0,10060.0,10080.0,10250.0,10590.0001525879,10569.9996948242,10560.0004196167,12060.0004196167,12020.0004577637,9619.99988555908,7880.00011444092,7480.00001907349,7530.00020980835,6960.00003814697,7400.00009536743,7190.00005722046,7090.00015258789,7570.00017166138,7219.99979019165,8609.99965667725,8390.00034332275,,"Fuel oil, the main fossil fuel used in Jamaica, accounted for 44.6% of CO2 emissions from energy use","mainstream climate change into sectoral and financial planning, and build the capacity of sectoral institutions to develop and implement their own climate change adaptation and mitigation plans. In its Intended Nationally Determined Contribution (INDC)",Jamaica,Latin America & Caribbean,Upper middle income,
Jordan,JOR,744.401,979.089,1048.762,1221.111,1243.113,1422.796,1584.144,1415.462,1507.137,1760.16,1558.475,1657.484,1917.841,2203.867,2229.536,2493.56,2951.935,3164.621,3641.331,3795.345,4726.763,5863.533,6292.572,7363.336,8353.426,8540.443,9281.177,9662.545,9314.18,9233.506,9930.0,9780.0,11930.0,12200.0,12990.0,13600.0,13870.0,14370.0,14620.0,14630.0,16270.0,16250.0,16870.0008392334,17309.9994659424,18579.9999237061,19870.0008392334,20170.0000762939,21090.0001525879,20010.0002288818,20659.9998474121,20200.0007629395,20760.0002288818,24120.0008392334,23799.9992370605,25549.9992370605,25309.9994659424,24819.9996948242,26149.9996185303,24780.0006866455,24629.9991607666,26.48, reducing energy consumption can inevitably help to reduce emissions., Water and Wastewater Utility is finding innovative Solutions to operational Burdens while reducing Carbon Emissions,Jordan,Middle East & North Africa,Upper middle income,
Japan,JPN,232781.16,283118.069,293220.654,325222.563,359318.329,386919.838,419743.155,489881.864,562565.471,653958.112,768823.22,797543.164,853373.239,915748.909,915873.587,870072.757,908902.62,935213.345,903886.164,955620.2,947571.135,929606.502,900200.829,883838.675,940130.792,915396.877,915334.538,905734.332,989081.575,1025549.89,1090530.0,1103980.0,1115060.0,1107610.0,1160780.0,1171010.0,1184670.0,1172630.0,1130310.0,1165320.0,1182610.0,1170380.0,1206599.97558594,1214949.95117188,1209849.97558594,1212819.94628906,1189520.01953125,1225069.94628906,1158219.97070313,1100979.98046875,1156479.98046875,1213520.01953125,1253609.98535156,1262780.02929688,1217119.99511719,1179439.94140625,1167790.0390625,1155229.98046875,1116150.02441406,1081569.94628906,1061.77,co2 emissions from liquidfuel consumption,Japan to achieve net zero GHG emissions,Japan,East Asia & Pacific,High income,Fiscal year end: March 31; reporting period for national accounts data: CY.
Kazakhstan,KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237250.0,246370.0,253840.0,219240.0,199170.0,175240.0,153390.0,132240.0,135840.0,122650.0,120150.0,117440.0,131059.997558594,146139.999389648,158029.998779297,169210.006713867,185300.003051758,198389.999389648,242029.998779297,213610.000610352,229699.996948242,245449.996948242,244600.006103516,260010.009765625,209229.995727539,190729.995727539,202149.993896484,214580.001831055,216600.006103516,212110.000610352,14.22," CO2 emissions from coal, oil, gas, cement and flaring","decarbonization and reduction of the carbon footprint.
",Kazakhstan,Europe & Central Asia,Upper middle income,
Kenya,KEN,2427.554,2401.885,2625.572,2856.593,2827.257,2467.891,2684.244,2702.579,2819.923,3131.618,3083.947,3685.335,3872.352,3920.023,4950.45,4976.119,4609.419,5056.793,5324.484,5038.458,6197.23,6527.26,4693.76,4660.757,4319.726,3769.676,4162.045,5174.137,4789.102,5192.472,6140.0,5890.0,5950.0,5860.0,5870.0,6370.0,6970.0,6640.0,7160.0,7490.0,8320.0,7610.0,7420.00007629395,6530.00020980835,7440.00005722046,8319.99969482422,9300.00019073486,9369.99988555908,9909.99984741211,11710.000038147,12640.0003433228,13029.9997329712,12149.9996185303,14100.0003814697,15149.9996185303,17209.9990844727,19110.0006103516,18979.9995422363,17489.9997711182,22280.0006866455,16.41,CO2 emissions from solid fuel consumption,"Increased geothermal, wind, and solar power generation",Kenya,Sub-Saharan Africa,Lower middle income,Fiscal year end: June 30; reporting period for national accounts data: CY.
Kyrgyz Republic,KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22760.0,20420.0,13800.0,10110.0,6550.0,4600.0,5770.0,5690.0,6040.0,4790.0,4670.0,3970.0,4969.99979019165,5590.00015258789,5559.99994277954,5300.00019073486,5320.00017166138,6469.99979019165,7510.00022888184,6760.00022888184,6349.99990463257,7619.99988555908,10060.0004196167,9380.00011444092,9710.00003814697,10270.0004577637,9699.99980926514,9430.00030517578,11250.0,10050.0001907349,11.46,Reduces runoff and erosion. Mitigation, Promoting low carbon and resilient development in the Kyrgyz Republic is essential for alleviating poverty and boosting the living standards,Kyrgyz Republic,Europe & Central Asia,Lower middle income,
Cambodia,KHM,234.688,286.026,308.028,388.702,341.031,403.37,469.376,418.038,491.378,1345.789,1173.44,249.356,117.344,128.345,73.34,73.34,73.34,73.34,51.338,29.336,286.026,300.694,337.364,366.7,410.704,418.038,432.706,436.373,451.041,451.041,1260.0,1300.0,1350.0,1380.0,1480.0,1470.0,1530.0,1640.0,1880.0,1910.0,1960.0,2150.0,2210.00003814697,2380.00011444092,2380.00011444092,2660.00008583069,2960.00003814697,3660.00008583069,4059.99994277954,4750.0,5139.9998664856,5360.0001335144,5670.00007629395,5739.99977111816,6949.99980926514,8430.00030517578,11069.9996948242,12689.9995803833,14579.9999237061,16180.0003051758,15.82,highly vulnerable to the impacts of climate change,emissions reductions will come from more stringent energy efficiency standards and continued fuel switching to low-carbon sources.,Cambodia,East Asia & Pacific,Lower middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1963-2004. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
Kiribati,KIR,,7.334,11.001,18.335,18.335,11.001,11.001,22.002,33.003,11.001,22.002,29.336,25.669,36.67,33.003,33.003,33.003,22.002,22.002,25.669,29.336,29.336,25.669,22.002,22.002,22.002,18.335,22.002,22.002,22.002,20.0,20.0,20.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,39.9999991059303,39.9999991059303,50.0000007450581,70.0000002980232,70.0000002980232,59.9999986588955,59.9999986588955,59.9999986588955,50.0000007450581,50.0000007450581,59.9999986588955,59.9999986588955,59.9999986588955,59.9999986588955,70.0000002980232,90.0000035762787,90.0000035762787,90.0000035762787,0.06,Carbon dioxide (CO?) emissions from fossil fuels and industry,Adopting energy efficiency measures and shifting to renewable energy are an important part of the solution to reducing global carbon emissions.,Kiribati,East Asia & Pacific,Lower middle income,
St. Kitts and Nevis,KNA,11.001,22.002,14.668,18.335,18.335,22.002,22.002,22.002,33.003,25.669,25.669,29.336,29.336,29.336,36.67,33.003,36.67,36.67,33.003,36.67,51.338,55.005,66.006,51.338,51.338,51.338,58.672,55.005,66.006,66.006,110.0,110.0,150.0,140.0,150.0,150.0,150.0,160.0,180.0,180.0,190.0,210.0,230.000004172325,230.000004172325,239.999994635582,219.999998807907,230.000004172325,250.0,250.0,699.999988079071,239.999994635582,280.000001192093,340.000003576279,230.000004172325,230.000004172325,239.999994635582,239.999994635582,239.999994635582,250.0,250.0,0.14,"transition our electricity away from fossil fuels towards low-carbon sources. 'Low- ...
","minimizing social, environmental, and climate footprints.
",St. Kitts and Nevis,Latin America & Caribbean,High income,
"Korea, Rep.",KOR,12552.141,14462.648,17278.904,21103.585,22218.353,25005.273,30014.395,35151.862,37242.052,42522.532,53783.889,58616.995,60336.818,73094.311,75686.88,81829.105,93306.815,105712.276,113405.642,133211.109,134868.593,139742.036,141905.566,150904.384,163911.233,178333.544,182451.585,192660.513,221959.843,235846.772,247680.0,274790.0,297050.0,327600.0,354280.0,385410.0,409990.0,431640.0,366570.0,401880.0,456660.0,471530.0,463000.0,465700.012207031,485910.003662109,481000.0,487850.006103516,503690.002441406,514919.982910156,526640.014648438,575219.970703125,598479.98046875,600320.007324219,599599.975585938,588090.026855469,607830.017089844,615880.004882813,626630.004882813,630640.014648438,610789.978027344,621.47,"The largest contributor for overall GHG emissions are CO2 emissions from energy, which increased in South Korea by 6% (20122017). Electricity and heat generation",The government aims to shift industry to minimise carbon emissions by halving coal-fired power generation,"Korea, Rep.",East Asia & Pacific,High income,
Kuwait,KWT,7803.376,9981.574,14290.299,17025.881,25335.303,35419.553,35151.862,25441.646,22442.04,26831.439,25041.943,27139.467,27634.512,24242.537,19328.757,16827.863,18474.346,17220.232,21000.909,17667.606,24675.243,25214.292,21169.591,21609.631,28367.912,29159.984,35320.544,31470.194,32914.992,35885.262,29130.0,7820.0,23050.0,30740.0,36670.0,36250.0,35630.0,37300.0,42130.0,45740.0,49840.0,53190.0,55590.0001525879,58119.9989318848,61909.9998474121,69910.0036621094,72430.0003051758,70599.9984741211,75839.9963378906,77650.0015258789,80720.0012207031,83290.0009155273,85309.9975585938,87360.0006103516,85569.9996948242,89019.9966430664,91550.0030517578,90730.0033569336,91389.9993896484,92650.0015258789,20.91,The Kuwaiti power sector proved to be the predominant stationary source of carbon dioxide (CO2) emission due to a high regional demand for electricity and water.,"the shipping, manufacturing and plant sectors",Kuwait,Middle East & North Africa,High income,
Lao PDR,LAO,80.674,113.677,132.012,146.68,172.349,179.683,234.688,319.029,168.682,319.029,572.052,421.705,487.711,517.047,293.36,253.023,223.687,231.021,231.021,223.687,187.017,150.347,157.681,179.683,183.35,205.352,209.019,212.686,212.686,231.021,510.0,550.0,600.0,610.0,640.0,670.0,780.0,830.0,850.0,880.0,900.0,1000.0,1110.00001430511,1149.99997615814,1210.00003814697,1259.99999046326,1639.99998569489,1730.00001907349,2049.99995231628,2539.99996185303,2880.00011444092,3039.99996185303,3269.99998092651,4159.99984741211,4340.00015258789,8880.00011444092,15699.9998092651,19049.9992370605,19360.0006103516,18709.9990844727,41.84,Carbon dioxide (CO?) emissions from fossil,"Lao PDR improve land use, strengthen forest protection, and enhance forest",Lao PDR,East Asia & Pacific,Lower middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1960-2020. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
Lebanon,LBN,2581.568,2684.244,2856.593,3028.942,3267.297,3318.635,3630.33,3571.658,3700.003,4352.729,3949.359,5339.152,5727.854,7172.652,7231.324,6431.918,6127.557,5573.84,5713.186,6156.893,6178.895,6351.244,6112.889,7319.332,7051.641,8056.399,7759.372,7968.391,7660.363,8052.732,5620.0,7040.0,7020.0,10330.0,11270.0,13300.0,14120.0,16130.0,16260.0,17040.0,15670.0,16890.0,16840.0001525879,17409.9998474121,17879.9991607666,17280.0006866455,16229.9995422363,15039.999961853,18649.9996185303,21899.9996185303,20860.0006103516,21180.0003051758,23469.9993133545,23239.9997711182,25149.9996185303,27010.0002288818,27809.9994659424,29319.9996948242,27790.0009155273,27950.0007629395,26.77,Carbon dioxide (CO?) emissions from fossil fuels and industry,(1) using less energy; and/or (2) using lower-carbon energy.,Lebanon,Middle East & North Africa,Lower middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1984-2021. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
Liberia,LBR,165.015,161.348,253.023,355.699,484.044,557.384,612.389,612.389,883.747,1272.449,1452.132,1525.472,1507.137,1481.468,1723.49,1485.135,1477.801,1474.134,1507.137,1947.177,2042.519,1939.843,601.388,711.398,700.397,722.399,729.733,766.403,817.741,667.394,450.0,370.0,400.0,420.0,420.0,420.0,440.0,450.0,490.0,400.0,430.0,450.0,449.999988079071,479.999989271164,560.000002384186,670.000016689301,689.999997615814,639.999985694885,540.000021457672,540.000021457672,730.000019073486,850.000023841858,949.999988079071,920.000016689301,1220.00002861023,1259.99999046326,1409.9999666214,1279.99997138977,1129.99999523163,1179.99994754791,1.26, the INDC is a platform to integrate its low carbon development strategy into its long-term sustainable development strategy,,Liberia,Sub-Saharan Africa,Low income,National accounts data are provided in the US dollar.
Libya,LBY,693.063,1195.442,1048.762,1463.133,663.727,1015.759,2629.239,18507.349,30139.073,35551.565,32331.939,21646.301,15232.718,14587.326,9347.183,11580.386,17916.962,20106.161,21239.264,26032.033,26904.779,28811.619,30762.463,30414.098,28624.602,31418.856,34059.096,32566.627,36398.642,37322.726,28600.0,28820.0,26340.0,30580.0,38640.0,43480.0,45430.0,42200.0,41900.0,43220.0,44720.0,44450.0,45590.0001525879,48919.9981689453,48459.9990844727,52990.0016784668,52919.9981689453,49389.9993896484,53270.0004577637,56400.0015258789,59549.9992370605,41950.0007629395,57630.0010681152,58610.0006103516,58000.0,51330.0018310547,50950.0007629395,55159.9998474121,56619.9989318848,56799.9992370605,52.61,Carbon dioxide (CO?) emissions from fossil fuels and industry,carbon- neutral through massive exports of solar electricity.,Libya,Middle East & North Africa,Upper middle income,
St. Lucia,LCA,14.668,18.335,18.335,22.002,22.002,25.669,29.336,33.003,36.67,62.339,66.006,69.673,77.007,80.674,73.34,77.007,84.341,69.673,99.009,150.347,113.677,95.342,113.677,102.676,113.677,128.345,132.012,146.68,165.015,165.015,190.0,200.0,300.0,290.0,310.0,340.0,340.0,350.0,390.0,390.0,390.0,420.0,430.000007152557,449.999988079071,449.999988079071,439.999997615814,479.999989271164,479.999989271164,490.000009536743,1370.00000476837,529.999971389771,589.999973773956,750.0,509.999990463257,509.999990463257,500.0,509.999990463257,529.999971389771,529.999971389771,540.000021457672,0.29,"CO2 emissions are dominated by the burning of fossil fuels for energy production, and industrial production of materials","to support Saint. Lucia to become a sustainable, competitive and resilient destination, a model of environmental.",St. Lucia,Latin America & Caribbean,Upper middle income,
Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,210.0,210.0,220.0,200.0,200.0,210.0,220.0,230.0,230.0,220.0,210.0,219.999998807907,230.000004172325,230.000004172325,230.000004172325,230.000004172325,200.000002980232,219.999998807907,209.999993443489,189.999997615814,180.000007152557,189.999997615814,189.999997615814,159.999996423721,159.999996423721,150.000005960464,159.999996423721,140.000000596046,150.000005960464,35.3,,,Liechtenstein,Europe & Central Asia,High income,
Sri Lanka,LKA,2258.872,2335.879,2563.233,2533.897,2273.54,2658.575,2662.242,2948.268,3241.628,4319.726,3597.327,3197.624,3542.322,3689.002,2933.6,2896.93,2805.255,2918.932,3450.647,3828.348,3410.31,4033.7,4499.409,4884.444,3883.353,3956.693,3703.67,4074.037,3490.984,3483.65,3840.0,3990.0,5250.0,5090.0,5770.0,5820.0,8360.0,8340.0,8610.0,9500.0,10930.0,10850.0,11390.0003433228,12409.9998474121,12869.9998855591,13979.9995422363,12399.9996185303,13590.0001525879,12810.0004196167,12289.999961853,13069.9996948242,15420.0000762939,16850.0003814697,14479.9995422363,17600.0003814697,20360.0006103516,21930.0003051758,23360.0006103516,21690.0005340576,23780.0006866455,,,,Sri Lanka,South Asia,Lower middle income,
Lesotho,LSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.0,350.0,350.0,360.0,360.0,370.0,370.0,380.0,390.0,390.0,390.0,400.0,409.999996423721,409.999996423721,430.000007152557,430.000007152557,430.000007152557,439.999997615814,460.00000834465,529.999971389771,550.000011920929,569.999992847443,620.000004768372,610.000014305115,610.000014305115,649.999976158142,689.999997615814,699.999988079071,730.000019073486,769.999980926514,0.65,,,Lesotho,Sub-Saharan Africa,Lower middle income,Fiscal year end: March 31; reporting period for national accounts data: CY.
Lithuania,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32220.0,34290.0,19980.0,15740.0,14810.0,13740.0,14230.0,13920.0,14710.0,12250.0,10510.0,11150.0,11220.0002670288,11229.9995422363,11909.9998474121,12829.9999237061,13020.0004577637,13210.000038147,13060.0004196167,11689.9995803833,12600.0003814697,11850.0003814697,11930.0003051758,11329.9999237061,10859.9996566772,11069.9996948242,11199.9998092651,11220.0002670288,11649.9996185303,11729.9995422363,13.55,,,Lithuania,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2015: 1 euro = 3.45280 Lithuanian litas. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries."
Luxembourg,LUX,11518.047,11591.387,11551.05,11448.374,12306.452,12203.776,11620.723,11360.366,12269.782,13193.866,13747.583,13201.2,13494.56,14169.288,14411.31,11844.41,11840.743,10927.66,11848.077,12123.102,11026.669,9427.857,8859.472,8291.087,8929.145,9167.5,9009.819,8668.788,8929.145,9658.878,11290.0,11750.0,11440.0,11650.0,10810.0,8660.0,8740.0,8240.0,7570.0,7920.0,8560.0,9120.0,9819.99969482422,10239.9997711182,11659.9998474121,11909.9998474121,11720.0002670288,11109.9996566772,11020.0004577637,10439.9995803833,11029.9997329712,10899.9996185303,10689.9995803833,10149.9996185303,9649.99961853027,9130.00011444092,8850.00038146973,9000.0,9319.99969482422,9489.99977111816,13.24,,,Luxembourg,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 40.3399 Luxembourg franc. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Latvia,LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18780.0,17200.0,13970.0,11760.0,10220.0,9000.0,9010.0,8530.0,8130.0,7550.0,6930.0,7360.0,7349.99990463257,7590.00015258789,7619.99988555908,7710.00003814697,8199.99980926514,8529.99973297119,8109.99965667725,7360.0001335144,8520.00045776367,7900.00009536743,7570.00017166138,7449.99980926514,7280.00020980835,7320.00017166138,7150.00009536743,7119.99988555908,7789.99996185303,7570.00017166138,7.45,,,Latvia,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2014: 1 euro = 0.702804 Latvian lats. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries. Based on data from EUROSTAT, the new reference year is 2010."
"Macao SAR, China",MAC,51.338,69.673,95.342,106.343,128.345,132.012,150.347,165.015,168.682,168.682,205.352,227.354,231.021,223.687,267.691,297.027,253.023,308.028,414.371,414.371,528.048,535.382,484.044,682.062,605.055,733.4,876.413,971.755,964.421,1030.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19,,,"Macao SAR, China",East Asia & Pacific,High income,"On 20 December 1999 China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China."
Morocco,MAR,3641.331,3777.01,3080.28,3960.36,4422.402,4261.054,5467.497,5416.159,5628.845,5826.863,7293.663,8203.079,8049.065,9640.543,11136.679,11111.01,11547.383,12702.488,13076.522,15958.784,15944.116,15856.108,17058.884,17795.951,17814.286,17865.624,18881.383,20117.162,21176.925,22918.75,21500.0,23120.0,24880.0,25580.0,27710.0,28790.0,28480.0,29900.0,30630.0,32200.0,32880.0,36270.0,37470.0012207031,37250.0,40990.0016784668,43580.0018310547,45000.0,46349.9984741211,48630.0010681152,48750.0,51759.9983215332,55939.998626709,58080.0018310547,57590.0001525879,58689.998626709,60409.9998474121,60319.9996948242,63520.0004577637,64959.9990844727,71480.0033569336,67.75,,,Morocco,Middle East & North Africa,Lower middle income,
Monaco,MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.99,,,Monaco,Europe & Central Asia,High income,
Moldova,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30530.0,24600.0,20320.0,17410.0,14140.0,12140.0,10400.0,9580.0,8650.0,7350.0,6710.0,7020.0,7179.99982833862,7769.99998092651,7780.00020980835,8180.00030517578,7980.00001907349,8140.00034332275,8149.99961853027,7639.9998664856,8300.00019073486,8340.00015258789,8140.00034332275,7179.99982833862,7710.00003814697,8020.00045776367,8140.00034332275,8060.0004196167,8539.99996185303,8859.99965667725,8.49,,,Moldova,Europe & Central Asia,Upper middle income,"Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova."
Madagascar,MDG,399.703,355.699,396.036,462.042,484.044,557.384,579.386,843.41,913.083,850.744,971.755,1026.76,1287.117,1074.431,1188.108,1694.154,993.757,847.077,1019.426,1133.103,1617.147,1026.76,1015.759,652.726,869.079,1056.096,1140.437,1287.117,1290.784,931.418,890.0,950.0,960.0,1000.0,1210.0,1370.0,1310.0,1420.0,1630.0,1670.0,1650.0,1670.0,1120.00000476837,1549.99995231628,1649.99997615814,1710.00003814697,1639.99998569489,1720.00002861023,1779.99997138977,1690.00005722046,1870.00000476837,2190.00005722046,2740.00000953674,2930.0000667572,3009.99999046326,3279.99997138977,3180.0000667572,3470.00002861023,3349.99990463257,4119.99988555908,4.25,,,Madagascar,Sub-Saharan Africa,Low income,
Maldives,MDV,,,,,,,,,,,,3.667,3.667,3.667,3.667,7.334,11.001,14.668,22.002,29.336,44.004,47.671,47.671,51.338,58.672,66.006,80.674,80.674,95.342,124.678,160.0,160.0,230.0,200.0,200.0,260.0,280.0,340.0,310.0,430.0,460.0,480.0,620.000004768372,529.999971389771,750.0,720.000028610229,870.000004768372,870.000004768372,870.000004768372,910.000026226044,959.999978542328,1009.99999046326,1139.99998569489,1129.99999523163,1370.00000476837,1370.00000476837,1759.99999046326,1860.00001430511,2099.99990463257,2109.99989509583,1.67,,,Maldives,South Asia,Upper middle income,
Mexico,MEX,63116.404,65305.603,63809.467,66361.699,74278.752,75246.84,80930.69,90101.857,93988.877,102287.298,114073.036,126339.151,132459.374,144292.783,155007.757,164472.284,184138.405,192847.53,222649.239,240874.229,268453.736,284529.864,304837.71,278442.644,277624.903,288501.225,294559.109,307356.939,307067.246,361877.895,269580.0,288000.0,291680.0,300670.0,326500.0,306840.0,322700.0,342480.0,365140.0,355180.0,379180.0,378830.0,386000.0,404690.002441406,414100.006103516,432190.002441406,448299.987792969,457119.995117188,459549.987792969,448369.995117188,462869.995117188,478399.993896484,486450.012207031,475739.990234375,462239.990234375,471630.004882813,473309.997558594,471579.986572266,452570.007324219,449269.989013672,407.7,,,Mexico,Latin America & Caribbean,Upper middle income,
Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,90.0,90.0,90.0,90.0,100.0,100.0,100.0,110.0,119.999997317791,109.999999403954,129.999995231628,140.000000596046,140.000000596046,140.000000596046,129.999995231628,140.000000596046,140.000000596046,140.000000596046,140.000000596046,140.000000596046,150.000005960464,150.000005960464,180.000007152557,180.000007152557,180.000007152557,180.000007152557,,,,Marshall Islands,East Asia & Pacific,Upper middle income,Fiscal year ends on September 30; reporting period for national accounts data: FY.
North Macedonia,MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8590.0,8380.0,8540.0,8840.0,8550.0,8520.0,10060.0,8990.0,9840.0,9090.0,8760.0,8920.0,8369.99988555908,9140.00034332275,8840.00015258789,9229.99954223633,9220.00026702881,9699.99980926514,9479.99954223633,8869.99988555908,8640.00034332275,9520.00045776367,9050.00019073486,8140.00034332275,7699.99980926514,7409.99984741211,7300.00019073486,7789.99996185303,7300.00019073486,8300.00019073486,7.7,,,North Macedonia,Europe & Central Asia,Upper middle income,
Mali,MLI,121.011,117.344,139.346,176.016,176.016,198.018,190.684,223.687,198.018,161.348,201.685,227.354,245.689,267.691,304.361,341.031,341.031,414.371,396.036,429.039,392.369,396.036,366.7,418.038,436.373,407.037,381.368,359.366,385.035,418.038,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,,,1410.0,1610.0,1399.99997615814,1399.99997615814,1480.00001907349,1649.99997615814,1889.99998569489,2069.9999332428,2079.99992370605,2509.99999046326,2779.99997138977,3119.99988555908,3109.99989509583,3220.00002861023,3380.00011444092,3650.00009536743,4670.00007629395,5179.99982833862,5469.99979019165,5829.99992370605,3.48,,,Mali,Sub-Saharan Africa,Low income,
